File name,a,b,c,d,e,f
Mts000M000507.txt,44:CollisionPermut,80:LinearComp,81:LinearComp,,,
Mts000M000508.txt,45:CollisionPermut,80:LinearComp,81:LinearComp,,,
Mts000M000509.txt,77:RandomWalk1,80:LinearComp,81:LinearComp,,,
Mts000M000510.txt,23:ClosePairs,80:LinearComp,81:LinearComp,,,
Mts000M000511.txt,76:RandomWalk1,80:LinearComp,81:LinearComp,,,
Mts000M000514.txt,24:ClosePairs,74:RandomWalk1,80:LinearComp,81:LinearComp,,
Mts000M000517.txt,30:CouponCollector,80:LinearComp,81:LinearComp,,,
Mts000M000518.txt,47:MaxOft,80:LinearComp,81:LinearComp,,,
Mts000M000522.txt,25:ClosePairs,80:LinearComp,81:LinearComp,95:HammingIndep,,
Mts000M000524.txt,79:RandomWalk1,80:LinearComp,81:LinearComp,,,
Mts000M000530.txt,66:MatrixRank,80:LinearComp,81:LinearComp,,,
Mts000M000532.txt,12:CollisionOver,80:LinearComp,81:LinearComp,,,
Mts000M000541.txt,39:Run,80:LinearComp,81:LinearComp,,,
Mts000M000547.txt,24:ClosePairs,80:LinearComp,81:LinearComp,,,
Mts000M000549.txt,22:ClosePairs,80:LinearComp,81:LinearComp,,,
Mts000M000556.txt,59:WeightDistrib,80:LinearComp,81:LinearComp,,,
Mts000M000559.txt,25:ClosePairs,80:LinearComp,81:LinearComp,,,
Mts000M000567.txt,32:CouponCollector,80:LinearComp,81:LinearComp,,,
Mts000M000568.txt,80:LinearComp,81:LinearComp,96:HammingIndep,,,
Mts000M000569.txt,80:LinearComp,81:LinearComp,83:LempelZiv,,,
Mts000M000571.txt,77:RandomWalk1,80:LinearComp,81:LinearComp,,,
Mts000M000573.txt,21:BirthdaySpacings,80:LinearComp,81:LinearComp,,,
Mts000M000574.txt,37:Gap,80:LinearComp,81:LinearComp,,,
Mts000M000576.txt,80:LinearComp,81:LinearComp,93:HammingCorr,106:AutoCor,,
Mts000M000578.txt,34:Gap,80:LinearComp,81:LinearComp,,,
Mts000M000584.txt,66:MatrixRank,80:LinearComp,81:LinearComp,,,
Mts000M000585.txt,1:SerialOver,80:LinearComp,81:LinearComp,102:Run,,
Mts000M000587.txt,22:ClosePairs,80:LinearComp,81:LinearComp,,,
Mts000M000588.txt,23:ClosePairs,80:LinearComp,81:LinearComp,,,
Mts000M000590.txt,79:RandomWalk1,80:LinearComp,81:LinearComp,,,
Mts000M000597.txt,75:RandomWalk1,80:LinearComp,81:LinearComp,,,
Mts000M000598.txt,80:LinearComp,81:LinearComp,100:HammingIndep,,,
Mts000M000603.txt,43:Permutation,80:LinearComp,81:LinearComp,,,
Mts000M000605.txt,26:SimpPoker,80:LinearComp,81:LinearComp,,,
Mts000M000606.txt,55:SampleCorr,80:LinearComp,81:LinearComp,,,
Mts000M000612.txt,28:SimpPoker,80:LinearComp,81:LinearComp,,,
Mts000M000615.txt,70:MatrixRank,80:LinearComp,81:LinearComp,,,
Mts000M000621.txt,52:SampleProd,80:LinearComp,81:LinearComp,,,
Mts000M000622.txt,26:SimpPoker,80:LinearComp,81:LinearComp,,,
Mts000M000623.txt,11:CollisionOver,48:MaxOft,80:LinearComp,81:LinearComp,,
Mts000M000629.txt,71:MatrixRank,80:LinearComp,81:LinearComp,,,
Mts000M000630.txt,27:SimpPoker,53:SampleMean,80:LinearComp,81:LinearComp,,
Mts000M000632.txt,25:ClosePairs,80:LinearComp,81:LinearComp,,,
Mts000M000636.txt,72:Savir2,80:LinearComp,81:LinearComp,,,
Mts000M000638.txt,36:Gap,48:MaxOft,80:LinearComp,81:LinearComp,,
Mts000M000639.txt,76:RandomWalk1,80:LinearComp,81:LinearComp,,,
Mts000M000640.txt,24:ClosePairs,64:WeightDistrib,79:RandomWalk1,80:LinearComp,81:LinearComp,
Mts000M000643.txt,12:CollisionOver,80:LinearComp,81:LinearComp,,,
Mts000M000645.txt,80:LinearComp,81:LinearComp,90:HammingWeight2,,,
Mts000M000649.txt,5:CollisionOver,80:LinearComp,81:LinearComp,,,
Mts000M000653.txt,38:Run,80:LinearComp,81:LinearComp,,,
Mts000M000656.txt,10:CollisionOver,80:LinearComp,81:LinearComp,,,
Mts000M000659.txt,57:AppearanceSpacings,80:LinearComp,81:LinearComp,,,
Mts000M000661.txt,24:ClosePairs,80:LinearComp,81:LinearComp,,,
Mts000M000663.txt,25:ClosePairs,80:LinearComp,81:LinearComp,,,
Mts000M000674.txt,80:LinearComp,81:LinearComp,99:HammingIndep,,,
Mts000M000676.txt,10:CollisionOver,80:LinearComp,81:LinearComp,,,
Mts000M000678.txt,24:ClosePairs,80:LinearComp,81:LinearComp,,,
Mts000M000683.txt,35:Gap,80:LinearComp,81:LinearComp,,,
Mts000M000686.txt,80:LinearComp,81:LinearComp,86:LongestHeadRun,,,
Mts000M000689.txt,46:MaxOft,80:LinearComp,81:LinearComp,,,
Mts000M000692.txt,75:RandomWalk1,80:LinearComp,81:LinearComp,,,
Mts000M000693.txt,11:CollisionOver,80:LinearComp,81:LinearComp,,,
Mts000M000694.txt,80:LinearComp,81:LinearComp,101:Run,,,
Mts000M000696.txt,48:MaxOft,78:RandomWalk1,80:LinearComp,81:LinearComp,,
Mts000M000701.txt,24:ClosePairs,80:LinearComp,81:LinearComp,,,
Mts000M000707.txt,75:RandomWalk1,80:LinearComp,81:LinearComp,,,
Mts000M000709.txt,12:CollisionOver,24:ClosePairs,80:LinearComp,81:LinearComp,,
Mts000M000712.txt,39:Run,80:LinearComp,81:LinearComp,,,
Mts000M000719.txt,23:ClosePairs,80:LinearComp,81:LinearComp,,,
Mts000M000722.txt,25:ClosePairs,80:LinearComp,81:LinearComp,,,
Mts000M000723.txt,46:MaxOft,80:LinearComp,81:LinearComp,,,
Mts000M000737.txt,23:ClosePairs,80:LinearComp,81:LinearComp,,,
Mts000M000739.txt,22:ClosePairs,80:LinearComp,81:LinearComp,,,
Mts000M000740.txt,75:RandomWalk1,79:RandomWalk1,80:LinearComp,81:LinearComp,,
Mts000M000746.txt,11:CollisionOver,80:LinearComp,81:LinearComp,,,
Mts000M000750.txt,11:CollisionOver,22:ClosePairs,80:LinearComp,81:LinearComp,,
Mts000M000751.txt,33:CouponCollector,80:LinearComp,81:LinearComp,,,
Mts000M000752.txt,60:WeightDistrib,76:RandomWalk1,80:LinearComp,81:LinearComp,,
Mts000M000760.txt,75:RandomWalk1,80:LinearComp,81:LinearComp,,,
Mts000M000761.txt,49:MaxOft,80:LinearComp,81:LinearComp,,,
Mts000M000763.txt,56:SampleCorr,72:Savir2,80:LinearComp,81:LinearComp,95:HammingIndep,
Mts000M000764.txt,80:LinearComp,81:LinearComp,105:AutoCor,,,
Mts000M000772.txt,80:LinearComp,81:LinearComp,100:HammingIndep,,,
Mts000M000775.txt,75:RandomWalk1,80:LinearComp,81:LinearComp,,,
Mts000M000787.txt,34:Gap,80:LinearComp,81:LinearComp,,,
Mts000M000788.txt,9:CollisionOver,80:LinearComp,81:LinearComp,,,
Mts000M000790.txt,8:CollisionOver,74:RandomWalk1,80:LinearComp,81:LinearComp,,
Mts000M000791.txt,22:ClosePairs,80:LinearComp,81:LinearComp,,,
Mts000M000795.txt,48:MaxOft,68:MatrixRank,80:LinearComp,81:LinearComp,,
Mts000M000803.txt,14:BirthdaySpacings,80:LinearComp,81:LinearComp,,,
Mts000M000804.txt,41:Permutation,80:LinearComp,81:LinearComp,,,
Mts000M000807.txt,49:MaxOft,80:LinearComp,81:LinearComp,,,
Mts000M000808.txt,80:LinearComp,81:LinearComp,100:HammingIndep,,,
Mts000M000809.txt,79:RandomWalk1,80:LinearComp,81:LinearComp,,,
Mts000M000816.txt,22:ClosePairs,80:LinearComp,81:LinearComp,,,
Mts000M000819.txt,48:MaxOft,80:LinearComp,81:LinearComp,,,
Mts000M000824.txt,35:Gap,80:LinearComp,81:LinearComp,,,
Mts000M000828.txt,64:WeightDistrib,74:RandomWalk1,80:LinearComp,81:LinearComp,,
Mts000M000832.txt,57:AppearanceSpacings,80:LinearComp,81:LinearComp,,,
Mts000M000836.txt,11:CollisionOver,75:RandomWalk1,80:LinearComp,81:LinearComp,93:HammingCorr,
Mts000M000838.txt,80:LinearComp,81:LinearComp,88:PeriodsInStrings,,,
Mts000M000839.txt,31:CouponCollector,80:LinearComp,81:LinearComp,,,
Mts000M000840.txt,22:ClosePairs,80:LinearComp,81:LinearComp,,,
Mts000M000842.txt,23:ClosePairs,80:LinearComp,81:LinearComp,,,
Mts000M000847.txt,23:ClosePairs,79:RandomWalk1,80:LinearComp,81:LinearComp,,
Mts000M000853.txt,74:RandomWalk1,80:LinearComp,81:LinearComp,,,
Mts000M000855.txt,75:RandomWalk1,80:LinearComp,81:LinearComp,,,
Mts000M000857.txt,74:RandomWalk1,80:LinearComp,81:LinearComp,,,
Mts000M000861.txt,21:BirthdaySpacings,80:LinearComp,81:LinearComp,,,
Mts000M000862.txt,49:MaxOft,59:WeightDistrib,80:LinearComp,81:LinearComp,,
Mts000M000863.txt,75:RandomWalk1,80:LinearComp,81:LinearComp,,,
Mts000M000868.txt,66:MatrixRank,80:LinearComp,81:LinearComp,,,
Mts000M000870.txt,77:RandomWalk1,80:LinearComp,81:LinearComp,,,
Mts000M000873.txt,78:RandomWalk1,80:LinearComp,81:LinearComp,,,
Mts000M000875.txt,29:SimpPoker,80:LinearComp,81:LinearComp,,,
Mts000M000877.txt,47:MaxOft,80:LinearComp,81:LinearComp,,,
Mts000M000879.txt,76:RandomWalk1,80:LinearComp,81:LinearComp,,,
Mts000M000881.txt,22:ClosePairs,80:LinearComp,81:LinearComp,,,
Mts000M000884.txt,22:ClosePairs,80:LinearComp,81:LinearComp,,,
Mts000M000888.txt,56:SampleCorr,80:LinearComp,81:LinearComp,,,
Mts000M000892.txt,23:ClosePairs,80:LinearComp,81:LinearComp,,,
Mts000M000893.txt,74:RandomWalk1,80:LinearComp,81:LinearComp,,,
Mts000M000895.txt,24:ClosePairs,80:LinearComp,81:LinearComp,,,
Mts000M000898.txt,75:RandomWalk1,80:LinearComp,81:LinearComp,,,
Mts000M000902.txt,38:Run,80:LinearComp,81:LinearComp,,,
Mts000M000905.txt,74:RandomWalk1,80:LinearComp,81:LinearComp,,,
Mts000M000908.txt,31:CouponCollector,80:LinearComp,81:LinearComp,85:Fourier3,,
Mts000M000911.txt,74:RandomWalk1,80:LinearComp,81:LinearComp,,,
Mts000M000915.txt,80:LinearComp,81:LinearComp,100:HammingIndep,,,
Mts000M000923.txt,43:Permutation,80:LinearComp,81:LinearComp,,,
Mts000M000925.txt,80:LinearComp,81:LinearComp,102:Run,,,
Mts000M000926.txt,25:ClosePairs,80:LinearComp,81:LinearComp,,,
Mts000M000932.txt,41:Permutation,80:LinearComp,81:LinearComp,,,
Mts000M000934.txt,79:RandomWalk1,80:LinearComp,81:LinearComp,,,
Mts000M000938.txt,11:CollisionOver,80:LinearComp,81:LinearComp,,,
Mts000M000940.txt,1:SerialOver,80:LinearComp,81:LinearComp,,,
Mts000M000941.txt,62:WeightDistrib,80:LinearComp,81:LinearComp,,,
Mts000M000951.txt,11:CollisionOver,80:LinearComp,81:LinearComp,,,
Mts000M000952.txt,80:LinearComp,81:LinearComp,86:LongestHeadRun,,,
Mts000M000954.txt,36:Gap,80:LinearComp,81:LinearComp,,,
Mts000M000957.txt,77:RandomWalk1,80:LinearComp,81:LinearComp,,,
Mts000M000958.txt,12:CollisionOver,80:LinearComp,81:LinearComp,,,
Mts000M000964.txt,25:ClosePairs,80:LinearComp,81:LinearComp,,,
Mts000M000966.txt,67:MatrixRank,80:LinearComp,81:LinearComp,,,
Mts000M000972.txt,80:LinearComp,81:LinearComp,93:HammingCorr,,,
Mts000M000973.txt,25:ClosePairs,80:LinearComp,81:LinearComp,,,
Mts000M000975.txt,80:LinearComp,81:LinearComp,82:LempelZiv,,,
Mts000M000978.txt,76:RandomWalk1,80:LinearComp,81:LinearComp,,,
Mts000M000982.txt,11:CollisionOver,80:LinearComp,81:LinearComp,,,
Mts000M000986.txt,46:MaxOft,80:LinearComp,81:LinearComp,,,
Mts000M000988.txt,75:RandomWalk1,80:LinearComp,81:LinearComp,,,
Mts000M000990.txt,61:WeightDistrib,80:LinearComp,81:LinearComp,,,
Mts000M000993.txt,79:RandomWalk1,80:LinearComp,81:LinearComp,,,
Mts000M000995.txt,80:LinearComp,81:LinearComp,96:HammingIndep,,,
Mts000M000996.txt,11:CollisionOver,80:LinearComp,81:LinearComp,,,
Mts000M001000.txt,30:CouponCollector,80:LinearComp,81:LinearComp,,,
Mts000M001016.txt,9:CollisionOver,40:Permutation,80:LinearComp,81:LinearComp,104:AutoCor,
Mts000M001025.txt,25:ClosePairs,80:LinearComp,81:LinearComp,,,
Mts000M001026.txt,12:CollisionOver,80:LinearComp,81:LinearComp,,,
Mts000M001029.txt,36:Gap,80:LinearComp,81:LinearComp,,,
Mts000M001031.txt,17:BirthdaySpacings,80:LinearComp,81:LinearComp,,,
Mts000M001032.txt,20:BirthdaySpacings,80:LinearComp,81:LinearComp,,,
Mts000M001034.txt,22:ClosePairs,36:Gap,61:WeightDistrib,80:LinearComp,81:LinearComp,
Mts000M001036.txt,24:ClosePairs,80:LinearComp,81:LinearComp,,,
Mts000M001038.txt,21:BirthdaySpacings,80:LinearComp,81:LinearComp,,,
Mts000M001040.txt,1:SerialOver,80:LinearComp,81:LinearComp,,,
Mts000M001042.txt,74:RandomWalk1,80:LinearComp,81:LinearComp,,,
Mts000M001045.txt,10:CollisionOver,80:LinearComp,81:LinearComp,,,
Mts000M001048.txt,22:ClosePairs,74:RandomWalk1,80:LinearComp,81:LinearComp,99:HammingIndep,
Mts000M001053.txt,80:LinearComp,81:LinearComp,82:LempelZiv,,,
Mts000M001056.txt,48:MaxOft,80:LinearComp,81:LinearComp,,,
Mts000M001057.txt,54:SampleMean,80:LinearComp,81:LinearComp,,,
Mts000M001061.txt,38:Run,80:LinearComp,81:LinearComp,,,
Mts000M001064.txt,80:LinearComp,81:LinearComp,98:HammingIndep,99:HammingIndep,,
Mts000M001071.txt,11:CollisionOver,80:LinearComp,81:LinearComp,,,
Mts000M001072.txt,22:ClosePairs,80:LinearComp,81:LinearComp,,,
Mts000M001080.txt,64:WeightDistrib,80:LinearComp,81:LinearComp,,,
Mts000M001086.txt,8:CollisionOver,80:LinearComp,81:LinearComp,,,
Mts000M001088.txt,80:LinearComp,81:LinearComp,94:HammingCorr,,,
Mts000M001090.txt,11:CollisionOver,80:LinearComp,81:LinearComp,,,
Mts000M001093.txt,16:BirthdaySpacings,80:LinearComp,81:LinearComp,,,
Mts000M001097.txt,38:Run,80:LinearComp,81:LinearComp,,,
Mts000M001098.txt,23:ClosePairs,80:LinearComp,81:LinearComp,,,
Mts000M001099.txt,21:BirthdaySpacings,53:SampleMean,80:LinearComp,81:LinearComp,,
Mts000M001115.txt,75:RandomWalk1,80:LinearComp,81:LinearComp,,,
Mts000M001117.txt,76:RandomWalk1,80:LinearComp,81:LinearComp,101:Run,,
Mts000M001119.txt,76:RandomWalk1,80:LinearComp,81:LinearComp,,,
Mts000M001129.txt,36:Gap,80:LinearComp,81:LinearComp,,,
Mts000M001131.txt,6:CollisionOver,80:LinearComp,81:LinearComp,,,
Mts000M001135.txt,22:ClosePairs,60:WeightDistrib,80:LinearComp,81:LinearComp,,
Mts000M001141.txt,77:RandomWalk1,80:LinearComp,81:LinearComp,101:Run,,
Mts000M001144.txt,14:BirthdaySpacings,80:LinearComp,81:LinearComp,,,
Mts000M001146.txt,41:Permutation,80:LinearComp,81:LinearComp,,,
Mts000M001150.txt,80:LinearComp,81:LinearComp,88:PeriodsInStrings,,,
Mts000M001151.txt,22:ClosePairs,80:LinearComp,81:LinearComp,98:HammingIndep,,
Mts000M001159.txt,46:MaxOft,80:LinearComp,81:LinearComp,,,
Mts000M001161.txt,80:LinearComp,81:LinearComp,101:Run,,,
Mts000M001162.txt,10:CollisionOver,80:LinearComp,81:LinearComp,,,
Mts000M001165.txt,78:RandomWalk1,80:LinearComp,81:LinearComp,,,
Mts000M001166.txt,38:Run,80:LinearComp,81:LinearComp,,,
Mts000M001177.txt,12:CollisionOver,80:LinearComp,81:LinearComp,,,
Mts000M001180.txt,19:BirthdaySpacings,80:LinearComp,81:LinearComp,,,
Mts000M001181.txt,25:ClosePairs,80:LinearComp,81:LinearComp,,,
Mts000M001184.txt,46:MaxOft,80:LinearComp,81:LinearComp,,,
Mts000M001186.txt,61:WeightDistrib,80:LinearComp,81:LinearComp,,,
Mts000M001190.txt,79:RandomWalk1,80:LinearComp,81:LinearComp,,,
Mts000M001195.txt,11:CollisionOver,80:LinearComp,81:LinearComp,,,
Mts000M001196.txt,79:RandomWalk1,80:LinearComp,81:LinearComp,87:LongestHeadRun,,
Mts000M001197.txt,42:Permutation,80:LinearComp,81:LinearComp,,,
Mts000M001203.txt,73:GCD,77:RandomWalk1,80:LinearComp,81:LinearComp,,
Mts000M001204.txt,45:CollisionPermut,80:LinearComp,81:LinearComp,,,
Mts000M001206.txt,20:BirthdaySpacings,80:LinearComp,81:LinearComp,,,
